Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Hour,Log_Amount,Class
76576.87846235272,2.055054494250875,0.553627409358232,0.22654275093099605,-2.7255732216312034,-0.43403335432359996,-0.05750296879491637,-1.429100981986351,-0.8138136419289294,0.18046814183120646,1.2979165056607622,-3.5096497432515,3.7133597615582747,-0.2410632224657809,-0.6638331028256903,-2.3360072558501033,0.4583405794971793,1.2075031949519206,-1.7524341938714718,-2.104588460519527,0.6807955829147843,0.4203098174852043,1.2625774069641502,-4.412280674920198,-1.459935920496547,5.16428463433073,-0.47548474118944284,3.29964225733359,-2.914876816889158,1581.4855239692197,21.27135512843131,7.366752006405699,0
86676.0150415726,-0.22525039739723818,0.4436757268881162,-0.8341940938737827,1.2913710343511946,0.377618406420093,-1.6503545041545293,6.90329274261112,1.589446936104708,-2.5280045890204903,-0.30308607711201396,3.3183934255401595,-0.2617462414687599,0.08488824152666716,0.13035720265710996,2.9008308680146473,5.42644175157249,1.081580728364782,-3.9498663418990114,7.58292711764989,-1.2842086706094071,0.3385944331158625,0.46032781838148307,7.363839841338363,2.0509983952830466,0.7138365490218359,-0.9820924068002156,-6.704080733670411,-1.0434456473711595,225.45183585934603,0.07667084488127784,5.4225322770982896,0
12353.805269818007,-2.741263915835276,-0.8197313564388596,-0.6189775684070953,-2.686641794893164,-1.572750405691489,-0.5160481561017785,1.9518505660361398,-2.327599232930349,0.7704804366875033,-0.45490066810513335,4.568768274772537,3.5614179035806393,-0.08412958314923621,0.09526406437671531,1.2725180614804414,3.1652238498469507,-2.0675233201984087,-1.201040404985928,0.18999480754846496,-0.9596104400260974,0.6025353655868659,0.48815426453882355,-4.390473752303309,-0.4883235524403514,5.160074081360299,0.5465244160535132,-2.947879808987621,0.4566410608039607,1894.4022179156116,3.4316125749494466,7.547186347192428,0
50944.1256008922,0.4798849382557413,-2.9667530687407306,0.17969538110620695,-1.9730289658253155,1.5095239926988544,-0.20963999341916223,0.2742758569314674,0.3683520038409712,0.9772633703031223,-0.04946657132325152,-2.790423475796089,-0.5066016511384857,-0.031471370203683895,0.367199798775388,1.8603591821044845,1.7245038300063777,2.426178003841775,-0.41143611204144626,1.5764902920084538,-2.8664613447699545,0.509887247921195,-0.25177867392637926,-0.028212584933885045,-1.3832514530484101,1.686613209295877,0.6084916486780788,-5.8032443361493895,-1.091423209306147,1518.2393822988356,14.151146000247833,7.325965082212919,0
76786.70861152747,-1.1072114885062572,-1.214043872573394,1.221834906005519,-2.7720948375094228,1.0348261138558552,1.2626258523490483,2.53315589313723,0.006536847735195777,-0.40969388995269546,0.7271137633387429,3.3250086311739806,4.865161345872228,0.05575310349277308,-1.5472415974532183,0.7164581372345484,3.7970066162733147,-2.225377956905714,-0.770366510853343,0.6302672124540758,-1.606809568386383,1.377577335845417,-1.6270019227815473,-3.529467631308873,-1.8721124113323206,6.9152559590726534,0.44952508816021125,-4.290038505832665,-0.6670871692452047,38.76714905873491,21.329641280979853,3.6830411709255113,0
8555.44757855573,2.918872584286633,-1.577229636132122,0.35647710466949206,3.669754190288516,0.6875507195924941,1.038727059442183,2.7612868083523874,-0.17239269980923128,-1.5852460107298574,0.6476059825670705,0.4198012768936114,-2.3235381675690143,0.1560907384568524,0.47868118065093707,0.929791847705851,1.3190563223226905,-0.31062923983688057,-1.5953656739214206,7.489279083006384,-4.551044652115631,-0.8935809679780109,0.49353729420376685,9.996281921594733,1.0972074789635045,0.3700593727989299,0.20152960578250198,-7.458348442155889,-0.2620775807169279,983.8108635457141,2.3765132162654803,6.892449606029662,0
3510.849949948558,0.7744801698379833,-1.0033254574540318,2.336146099599624,-0.8888900565139575,-1.4932529310315983,-0.21204431236699098,-1.9076213917979046,-1.4126820670069118,-0.69622838037218,0.3578544011046551,-3.818612926878566,-0.0847570243722846,-0.26610405524621716,0.02726450763447467,-6.007339070953384,-3.3567774109887827,0.35484015557029747,2.935527671983232,-5.413443063816816,3.802715315832481,0.7078845144122309,0.9997795795175225,-2.375889746299184,-2.2941711845068307,-1.9902244693145725,-0.5399419147193418,8.218837041501395,0.7351187620069518,1190.39923927562,0.9752360972079327,7.08288372668139,0
3583.5771505940083,1.8975168436326295,-0.7415712588935076,-0.6860615265436788,-1.6318957202757693,-0.023870968309452716,-1.5648544249554606,-2.9329227982991872,0.7126620321270069,0.1518475496415706,-0.3521804481195873,-4.32883917606243,1.8674106091570262,-2.783716223798099,-0.4786921889391912,0.989647107999224,-1.1907753905622211,-0.6760510882885871,-1.4909518062623395,-1.2655010528606008,-0.7674625860654227,1.6888221923026767,-0.07051955272741914,-1.4002625694087374,-2.212743766002564,0.5461202400894655,0.7656431064826952,0.22108432312177884,-0.4742578905200714,330.5116057044091,0.9954380973872246,5.803662818679485,0
19876.846919183212,0.3255597369193568,1.0234334555645097,1.4692134397269894,1.5327971692957894,-1.7615824272546483,-0.5514328123964021,3.1923522557690047,0.826290124622276,-0.02541136932159493,0.777508667265898,1.13672817086003,1.4365381364200789,0.33635673747061456,-1.6661892380266072,0.6823210907603032,1.5184542185553975,0.2553543421120036,-2.812531430710189,4.306432029884899,0.02126768069210505,0.9072736847917083,-1.0491287298878536,6.116797138323565,-1.3105186602297687,-0.3914239985604349,0.22622628142460888,-1.2899545295548447,1.0230195955696886,480.24750407438876,5.521346366439781,6.176381699249612,0
87812.29048059786,0.14041396526323546,0.9743993553013208,0.4590339049067038,1.949641433026167,1.245725077602997,-1.5194118908743064,-0.9713583708440501,-0.4155482714426437,-0.27594577609330595,-0.43213811356877607,1.7881337816020944,1.296472677109565,-1.2301921166964744,0.6560435672029604,-0.5925113030118851,-4.008367388994124,0.2523659241830736,0.8083360571785885,2.164841998201304,-1.7873054161883428,-0.2682299353397865,0.12159153957401245,0.2430260985090019,0.20807036962895675,0.7081198432625705,-0.8324014767600587,3.3156506879528918,-0.3543444826938844,1882.8526294916107,0.3923029112771843,7.5410742299385864,1
